datetime,username,location,label,text_clean,text_preprocessed
2022-07-26 15:13:19+00:00,sbram01,Bandung,positive,sy sangat berharap  maju pada pilpres  bersama prabowo tni semakin tangguh dan menuju mandiri dlm industri alutsista semoga beliau terpilih jd presiden agar indonesia bisa mandiri dalam bidang ekonomi karena visi misi beliau indonesia suasembada pangan,"['sy', 'harap', 'maju', 'pilpres', 'prabowo', 'tni', 'tangguh', 'mandiri', 'dlm', 'industri', 'alutsista', 'moga', 'beliau', 'pilih', 'jd', 'presiden', 'indonesia', 'mandiri', 'bidang', 'ekonomi', 'visi', 'misi', 'beliau', 'indonesia', 'suasembada', 'pangan']"
2022-07-26 00:10:28+00:00,usakti_kumis,Malang,positive,ia semoga pilpres  mendatang rakyat sudah semakin cerdas memilih siapa yh patut di pilih nya jgn salah pilih partai yg ini,"['moga', 'pilpres', 'rakyat', 'cerdas', 'pilih', 'yh', 'patut', 'pilih', 'nya', 'jgn', 'salah', 'pilih', 'partai', 'yg']"
2022-07-24 16:34:27+00:00,RFebriono,Jakarta,positive,semoga beliau betul mempersiapkan diri merancangmenelisikmenganalisamengkalkulasi bersama ahli dan siap mengeksekusi segala kebijakan baik untuk bangsa kala berkontestasi dlm pilpres,"['moga', 'beliau', 'merancangmenelisikmenganalisamengkalkulasi', 'ahli', 'eksekusi', 'bijak', 'bangsa', 'berkontestasi', 'dlm', 'pilpres']"
2022-07-24 14:42:14+00:00,eddy_widodo165,"Surabaya, Jawa Timur",positive,semoga makin membuka mata elite pdipbahwa kadernya memang disukai oleh  rakyat  dan layak untuk dimajukan dalam pilpres,"['moga', 'buka', 'mata', 'elite', 'pdipbahwa', 'kader', 'suka', 'rakyat', 'layak', 'maju', 'pilpres']"
2022-07-21 02:00:01+00:00,Fatimmhh3,Malang,positive,kayaknya beneran jadi maju ke pilpres  ya beliau ini semoga ajaa yaa kami sebagai rakyat pasti mendukung mega usung puan,"['kayak', 'beneran', 'maju', 'pilpres', 'ya', 'beliau', 'moga', 'ajaa', 'yaa', 'rakyat', 'dukung', 'mega', 'usung', 'puan']"
2022-07-27 05:17:02+00:00,Abdul4699,Surabaya,positive,istighotsah terus dilakukan demi kelancaran pak ganjar pranowo dalam pilpres  yg akan datang,"['istighotsah', 'lancar', 'ganjar', 'pranowo', 'pilpres', 'yg']"
2022-08-30 00:22:47+00:00,fahirafee,Jakarta,positive,pak ganjar merupakan sosok yang baik dan merakyat semoga jalannya mulus menuju pilpres,"['ganjar', 'sosok', 'rakyat', 'moga', 'jalan', 'mulus', 'pilpres']"
2022-08-29 04:00:58+00:00,a_doni95,"Kota Tangerang, Banten",positive,didu pandemik covid  telah reda  semoga tidak ada lagi pandemik atau musibah besar lainnya yg melanda global regional  pilpres  telah ada capres dari nasdem  anies baswedan  ganjar pranowo   mungkin anda telah tahu siapa yg akan terpilih jadi presiden,"['didu', 'pandemik', 'covid', 'reda', 'moga', 'pandemik', 'musibah', 'yg', 'landa', 'global', 'regional', 'pilpres', 'capres', 'nasdem', 'anies', 'baswedan', 'ganjar', 'pranowo', 'yg', 'pilih', 'presiden']"
2022-08-24 11:58:22+00:00,kh_notodiputro,"Bogor, Indonesia",positive,semoga tdk benar bhw akan ada kelompok yg menggunakan politik identitas pada pilpres  nanti  semoga benar tiap kelompok mempromosikan kehebatan pemikiran dan rencana langkah strategis untuk menjadikan negara indonesia sbg negara yg aman masyarakatnya adil dan sejahtera,"['moga', 'tdk', 'bhw', 'kelompok', 'yg', 'politik', 'identitas', 'pilpres', 'moga', 'kelompok', 'promosi', 'hebat', 'pikir', 'rencana', 'langkah', 'strategis', 'jadi', 'negara', 'indonesia', 'sbg', 'negara', 'yg', 'aman', 'masyarakat', 'adil', 'sejahtera']"
2022-08-23 09:20:57+00:00,archilles_2,"DKI Jakarta, Indonesia",positive,jagoan saya di pilpres ðÿ™ semoga mnjadi jagoan kita semuaðÿ‡®ðÿ‡©ðÿ‡®ðÿ‡©,"['jago', 'pilpres', '', 'moga', 'mnjadi', 'jago', 'semua']"
2022-09-30 19:51:07+00:00,ENS53311139,Jakarta Capital Region,positive,alhamdulillah para relawan anies baswedan pasti akan sangat senang dapat dukungan dr saudi arabia unt baswedan maju pilpres kabulkan yaa mujib basailiin niatan kami  semoga kami tidak lg salah memilih pemimpin,"['alhamdulillah', 'rawan', 'anies', 'baswedan', 'senang', 'dukung', 'dr', 'saudi', 'arabia', 'unt', 'baswedan', 'maju', 'pilpres', 'kabul', 'yaa', 'mujib', 'basailiin', 'niat', 'moga', 'lg', 'salah', 'pilih', 'pimpin']"
2022-09-30 07:40:27+00:00,arwidodo,Jakarta,positive,semoga presiden terpilih pada pilpres  nanti adalah orang yang bisa menghentikan kerusakan rejim sebelumnya dan bisa segera melakukan langkah koreksi saya yakin prof anies baswedan tokoh yang tepat untuk melakukan itu,"['moga', 'presiden', 'pilih', 'pilpres', 'orang', 'henti', 'rusa', 'rejim', 'langkah', 'koreksi', 'prof', 'anies', 'baswedan', 'tokoh']"
2022-09-28 15:46:48+00:00,mubasyirahmad37,tangerang,positive,cocok nih pasangan buat melaju ke pilpres semoga masingmasing memiliki satu visi dan misi yaitu memajukan bangsa dengan damai dan saling toleransi satu sama lain ðÿ‘ðÿ‘ ri,"['cocok', 'nih', 'pasang', 'laju', 'pilpres', 'moga', 'masingmasing', 'milik', 'visi', 'misi', 'maju', 'bangsa', 'damai', 'toleransi', '', '', '', '', '', 'ri']"
2022-09-24 22:14:59+00:00,WiyonoHw,"Bogor, Jawa Barat",positive,tokoh tokoh lain semoga segera merapat untuk bersama beliau beliau sedini mungkin menyusun strategi untuk memenangkan pilpres,"['tokoh', 'tokoh', 'moga', 'rapat', 'beliau', 'beliau', 'din', 'susun', 'strategi', 'menang', 'pilpres']"
2022-09-27 12:43:58+00:00,AnandaVinalea,Bandung,positive,semoga allah swt memberikan kemudahan dan kelancaran bpk  dlm ajang pilpres  aamiin ya robbal aalamiin,"['moga', 'allah', 'swt', 'mudah', 'lancar', 'bpk', 'dlm', 'ajang', 'pilpres', 'aamiin', 'ya', 'robbal', 'aalamiin']"
2022-11-29 03:13:21+00:00,HauraKhnnsa,Surabaya,positive,â€œsaya selalu berdoa semoga pak prabowo diberi kesehatan dan apa pun yang diinginkan dan citacitakan tercapai apalagi untuk pilpres  selalu suksesâ€ kata jeka mending prabowo  dekade,"['saya', 'doa', 'moga', 'prabowo', 'sehat', 'citacitakan', 'capai', 'pilpres', 'sukses', 'jeka', 'mending', 'prabowo', 'dekade']"
2022-11-27 12:41:56+00:00,RusmawandiBint4,"DKI Jakarta, Indonesia",positive,barangkali inilah salah satu dari adanya rakyat memilih secara langsung atas pilpres dkk semoga hak rakyat ini tetap ada terus di nkri,"['barangkali', 'salah', 'rakyat', 'pilih', 'langsung', 'pilpres', 'dkk', 'moga', 'hak', 'rakyat', 'nkri']"
2022-11-25 10:54:07+00:00,Jhonkosmik,"Semarang, Jawa Tengah",positive,semoga di pilpres  muncul presiden baru yang bisa membawa indonesia keluar dari era keterpurukan ini,"['moga', 'pilpres', 'muncul', 'presiden', 'bawa', 'indonesia', 'era', 'puruk']"
2022-11-30 04:43:49+00:00,GunawanKusnand1,"Bogor, Jawa Barat",positive,semoga pa listyo selalu tabah dan terus menegakkan hukum tanpa pandang bulu terutama agar polri selalu sigap menjelang pilpres  dan mengawal pembangunan ikn,"['moga', 'pa', 'listyo', 'tabah', 'tegak', 'hukum', 'pandang', 'bulu', 'polri', 'sigap', 'jelang', 'pilpres', 'awal', 'bangun', 'ikn']"
2022-11-24 07:02:32+00:00,reiNa48114031,Jakarta,positive,simbol dukungan kepada ericj di pilpres  semoga makin kaya terus  menteri andalan,"['simbol', 'dukung', 'ericj', 'pilpres', 'moga', 'kaya', 'menteri', 'andal']"
2022-11-24 07:06:41+00:00,selfmirror_,"Yogyakarta, Indonesia",positive,sukaaaak banget liat dua tokoh yang dicintai rakyat karena kinerjanya  pasangan capres cawapres idola  dan  makin top semoga dimudahkan untuk maju di pilpres,"['sukaaaak', 'banget', 'liat', 'tokoh', 'cinta', 'rakyat', 'kerja', 'pasang', 'capres', 'cawapres', 'idola', 'top', 'moga', 'mudah', 'maju', 'pilpres']"
2022-11-24 07:00:00+00:00,CintyaFristi,"Jakarta Pusat, DKI Jakarta",positive,wah baunya pak  mendapat restu presiden jokowi menuju pilpres   soalnya pak et menjadi orng yg dipercaya utk ketuai acara mas kaesang semoga kita sgera dpt kabar yg baik aamiin menteri andalan,"['bau', 'restu', 'presiden', 'jokowi', 'pilpres', 'et', 'orng', 'yg', 'percaya', 'utk', 'ketua', 'acara', 'mas', 'kaesang', 'moga', 'sgera', 'dpt', 'kabar', 'yg', 'aamiin', 'menteri', 'andal']"
2022-11-23 04:59:50+00:00,raintears67,Semarang - Jawa Tengah,positive,jokowi luar biasa saat pilpres beliau kalah di cianjur namun perhatian jokowi ke cianjur tak luntur saat gempa menghantam cianjur hingga hancur jokowi segera dtg membantu menguatkan amp menghibur semoga beliau selalu sehat amp selamat dunia akhirat,"['jokowi', 'pilpres', 'beliau', 'kalah', 'cianjur', 'perhati', 'jokowi', 'cianjur', 'luntur', 'gempa', 'hantam', 'cianjur', 'hancur', 'jokowi', 'dtg', 'bantu', 'kuat', 'amp', 'hibur', 'moga', 'beliau', 'sehat', 'amp', 'selamat', 'dunia', 'akhirat']"
2022-12-30 01:49:14+00:00,NugrohoSanusi,"Jakarta, Indonesia",positive,sabar banget ya pemimpin inisemoga pak ganjar benar benar bisa memenangkan pilpres tahun depan,"['sabar', 'banget', 'ya', 'pimpin', 'inisemoga', 'ganjar', 'menang', 'pilpres']"
2022-12-29 06:22:29+00:00,ibeng9152,"DKI Jakarta, Indonesia",positive,semoga  nanti kancah perpolitikan indonesia bisa semakin teduh teduh dalam bersikapteduh dalam menyampaikan pendapattidak provokasi jadikan ajang kontestasi pilpres  yang melahirkan generasi anak bangsa yang tangguh cepat dalam bertindak visioner demi indonesia hebat,"['moga', 'kancah', 'politik', 'indonesia', 'teduh', 'teduh', 'bersikapteduh', 'pendapattidak', 'provokasi', 'jadi', 'ajang', 'kontestasi', 'pilpres', 'lahir', 'generasi', 'anak', 'bangsa', 'tangguh', 'cepat', 'tindak', 'visioner', 'indonesia', 'hebat']"
2022-12-26 13:16:50+00:00,Njnnh26,Bandung,positive,semoga dg doa para santri dengan barokah nya agar jalan menuju pilpres lebih mudah dan mendapatkan kemenangan aamiin,"['moga', 'dg', 'doa', 'santri', 'barokah', 'nya', 'jalan', 'pilpres', 'mudah', 'menang', 'aamiin']"
2023-01-30 13:38:50+00:00,IkhwanH81264283,Jakarta,positive,alhamdulillah allahuakbar semoga allah menangkan anis baswedan secara presiden ri di pilpres  aamiin,"['alhamdulillah', 'allahuakbar', 'moga', 'allah', 'menang', 'anis', 'baswedan', 'presiden', 'ri', 'pilpres', 'aamiin']"
2023-01-29 12:40:45+00:00,safitriSD3,"Jakarta, DKI",positive,pak ganjar juga sehat sehat terus yaa pak semoga bisa maju ke pilpres pak,"['ganjar', 'sehat', 'sehat', 'yaa', 'moga', 'maju', 'pilpres']"
2023-01-28 08:33:38+00:00,bagasgardu,Bandung,positive,beliau bakalan maju terus nih semoga bisa sukses di pilpres pak,"['beliau', 'maju', 'nih', 'moga', 'sukses', 'pilpres']"
2023-01-26 09:54:23+00:00,harisyaban,Yogyakarta,neutral,polarisasi pilpres sepertinya akan semakin keras mungkin bisa brutal perang antar pendukung semoga kita punya kesadaran untuk tidak berlebihan menjadi pendukung yang wajarâ² saja,"['polarisasi', 'pilpres', 'keras', 'brutal', 'perang', 'dukung', 'moga', 'sadar', 'dukung', 'wajar']"
2023-01-26 06:02:25+00:00,plsforgiveme76,Bandung,positive,alhamdulillah semoga diberikan kekuatan  kemudahan dan kelancaran dan kemenangan dalam pilpres  nanti,"['alhamdulillah', 'moga', 'kuat', 'mudah', 'lancar', 'menang', 'pilpres']"
2022-01-31 09:50:45+00:00,And12Luqman,Bandung,positive,baru ini sosok penerus bapak joko widodo  semoga pilpres  menjadi presiden ke pengganti bapak joko widodo  bersikan indonesia dari mental korupsi  kerja kerja kerja,"['sosok', 'terus', 'joko', 'widodo', 'moga', 'pilpres', 'presiden', 'ganti', 'joko', 'widodo', 'bersikan', 'indonesia', 'mental', 'korupsi', 'kerja', 'kerja', 'kerja']"
2022-01-28 04:44:26+00:00,littlesquidyyy,Surabaya,positive,semoga nanti mendekati pilpres elektabilitas kang emil semakin meningkat yess,"['moga', 'dekat', 'pilpres', 'elektabilitas', 'kang', 'emil', 'tingkat', 'yess']"
2022-01-25 14:07:25+00:00,muchamadhusyein,Jakarta,positive,â›°ï¸ðÿ—»  hanya mengingatkan  berbagi âœ”ï¸  semoga kerusuhan yang sama tidak terulang pada pilpres tahun  dan ingat selalu persatuan indonesia   world  dari pinggiran south  ðÿ”¥ðÿ”¥,"['', '', 'bagi', '', '', '', 'moga', 'rusuh', 'ulang', 'pilpres', 'satu', 'indonesia', 'world', 'pinggir', 'south', '', '', '', '', '']"
2022-01-25 07:21:09+00:00,AhmadJapra7,Tangerang,positive,semoga pilpres dan pilkada berurutan ini memperkuat sistem presidensiil aamiin,"['moga', 'pilpres', 'pilkada', 'rurut', 'kuat', 'sistem', 'presidensiil', 'aamiin']"
2022-01-24 12:24:19+00:00,Homo_sapiens21,"Depok, Jawa Barat",positive,semoga di pilpres  indonesia bisa memilih yg terbaik dari yang baik itu saja harapan saya,"['moga', 'pilpres', 'indonesia', 'pilih', 'yg', 'baik', 'harap']"
2022-02-26 08:08:22+00:00,samarchitect86,Bogor,positive,jsp semoga pileg pilpres dan pilkada serentak tahun hemat biaya,"['jsp', 'moga', 'pileg', 'pilpres', 'pilkada', 'serentak', 'hemat', 'biaya']"
2022-02-24 16:47:23+00:00,Domlet400Tii,"Tangerang, Banten",positive,semoga pemilu jangan di undur tetap di laksankan dan juga wajah pilpres yang fresh dan semoga  kita jangan sampai di phpin lagi,"['moga', 'milu', 'undur', 'laksankan', 'wajah', 'pilpres', 'fresh', 'moga', 'phpin']"
2022-02-24 06:36:50+00:00,Milhamrivanyyy,"Jakarta, Indonesia",positive,ganesha padahal saya sangat yakin dgn pengalaman giring dalam memimpin semoga bisa mencalonkan diri di pilpres selanjutnya ðÿ™ðÿ¾,"['ganesha', 'dgn', 'alam', 'giring', 'pimpin', 'moga', 'calon', 'pilpres', '']"
2022-02-22 14:45:14+00:00,ahmadbaibaihaqi,Jakarta,positive,semoga pak et selalu sehat berkat transformasi di tubuh bumn laba bumn semakin meningkat terus sejak jadi menteri bumn dan eektabilitas pak et juga semakin meningkat menuju pilpres  laba naik elektabilitas naik,"['moga', 'et', 'sehat', 'berkat', 'transformasi', 'tubuh', 'bumn', 'laba', 'bumn', 'tingkat', 'menteri', 'bumn', 'eektabilitas', 'et', 'tingkat', 'pilpres', 'laba', 'elektabilitas']"
2022-03-31 01:50:32+00:00,si_heulang,"Bogor, Indonesia",positive,relawan untuk  semakin bertambah memberikan dukungansemoga saja ini jafi sebuah doa dari masyarakat untuk menguatkan dukungan di pilpres,"['rawan', 'tambah', 'dukungansemoga', 'jafi', 'doa', 'masyarakat', 'kuat', 'dukung', 'pilpres']"
2022-03-25 12:05:31+00:00,Jessica30361454,"Semarang, Jawa Tengah",positive,banyak sekarang comunitas bersemangat menyambut pilpres di  semoga semankin banyak komunitas seperti ini di setiap daerah terus menduku penuh kemajuan cak imin di,"['comunitas', 'semangat', 'sambut', 'pilpres', 'moga', 'semankin', 'komunitas', 'daerah', 'mendu', 'penuh', 'maju', 'cak', 'imin']"
2022-04-24 21:10:35+00:00,ziandeschi,Semarang,positive,santia  dukungan untuk ridwan kamil smakin banyaksemoga jd sinyal positiv untuk maju d pilpres,"['santia', 'dukung', 'ridwan', 'kamil', 'smakin', 'banyaksemoga', 'jd', 'sinyal', 'positiv', 'maju', 'd', 'pilpres']"
2022-04-21 08:01:00+00:00,Ramlisyaah,Jakarta,positive,semoga ke depan kita terus memilih untuk berkontribusi  bagi negeri ini pilpres,"['moga', 'pilih', 'kontribusi', 'negeri', 'pilpres']"
2022-04-21 08:00:02+00:00,Pikolo68,Bandung Jawa barat ,positive,semoga keunggulan di simulasi sesuai dengan keunggulan di pilpres  maju terus pak pilpres,"['moga', 'unggul', 'simulasi', 'sesuai', 'unggul', 'pilpres', 'maju', 'pilpres']"
2022-04-21 08:00:02+00:00,DimasRahardiaga,"Depok, Indonesia",positive,wah keren banget semoga indonesia bisa lebih terlindungi dengan ciptaan baru ini  pilpres,"['keren', 'banget', 'moga', 'indonesia', 'lindung', 'cipta', 'pilpres']"
2022-05-30 15:21:51+00:00,sulchan_nisaa,Jakarta,positive,official semoga negara kita ga jatuh ke tangan yg salah lg semoga pilpres besok benarâ² pilihan rakyat nyata bkn rakyat goib sy awam politik tp sy ikut merasakan imbas dr pemerintahan oligarki,"['official', 'moga', 'negara', 'ga', 'jatuh', 'tangan', 'yg', 'salah', 'lg', 'moga', 'pilpres', 'besok', 'benar', 'pilih', 'rakyat', 'nyata', 'bkn', 'rakyat', 'goib', 'sy', 'awam', 'politik', 'tp', 'sy', 'rasa', 'imbas', 'dr', 'perintah', 'oligarki']"
2022-05-25 14:26:34+00:00,afrizalsamsir,Jakarta,positive,kenangan pilpres  kemarenbuat intropeksi flasback kebelakangjngan smpai pilpres  di tipu lagi model orang kayak beginisemoga  indonesia mpunyai presiden yang cerdas punya ilmu intelektua yng tingi,"['kenang', 'pilpres', 'kemarenbuat', 'intropeksi', 'flasback', 'kebelakangjngan', 'smpai', 'pilpres', 'tipu', 'model', 'orang', 'kayak', 'beginisemoga', 'indonesia', 'mpunyai', 'presiden', 'cerdas', 'ilmu', 'intelektua', 'yng', 'tingi']"
2022-05-28 04:52:28+00:00,TrikoraDwikora,"Banten, Indonesia",positive,ahy semoga pada waktu pilpres aniesahy memperoleh suara diatas  bila dilakukan secara jujuradiltransparan  inshaallah,"['ahy', 'moga', 'pilpres', 'aniesahy', 'oleh', 'suara', 'atas', 'jujuradiltransparan', 'inshaallah']"
2022-05-28 01:02:15+00:00,Anaklabuhanbatu,Yogyakarta,positive,semoga pilpres  berlangsung jujur bersih dari kecurangan walaupun agak mustahil tapi tak ada salahnya berharap,"['moga', 'pilpres', 'jujur', 'bersih', 'curang', 'mustahil', 'salah', 'harap']"
2022-01-31 12:43:27+00:00,twprabowo,"Bogor, Jawa Barat",positive,maju terus pak anies semoga tidak hanya jakarta yg merasakan kepemimpinan bapak indonesia dan dunia menantiðÿ‘ðÿ‘ðÿ‘,"['maju', 'anies', 'moga', 'jakarta', 'yg', 'rasa', 'pimpin', 'indonesia', 'dunia', 'nanti', '', '', '', '', '', '']"
2022-01-27 03:07:04+00:00,EdyWibo43565477,Jogjakarta,positive,pak ganjar yg terhormat saya mendukung bapak sebagai presiden,"['ganjar', 'yg', 'hormat', 'dukung', 'presiden']"
2022-01-27 05:17:46+00:00,OniMeniq74,"Kota Surabaya, Jawa Timur",positive,karena emang kinerjanya pak  sebagai menteri bumn terlihat luar biasa dgn berbagai gebrakan yg keren jadi gak salah juga jika beliau masuk di daftar capres  apalagi jika bisa berpasangan dgn mr white  wah lebih keren lagi tuh,"['emang', 'kerja', 'menteri', 'bumn', 'dgn', 'gebrak', 'yg', 'keren', 'gak', 'salah', 'beliau', 'masuk', 'daftar', 'capres', 'pasang', 'dgn', 'mr', 'white', 'keren', 'tuh']"
2022-01-24 22:40:26+00:00,RustamIbrahim,Jakarta,positive,makin dekat pilpres  makin banyak hoax ampujaran kebencian memenuhi medsos jika pemerintah terus biarkanlamban menanganinya akan menggelinding spt bola salju sbg pemimpin rakyat presiden  perlu tunjukkan sikap tegas dgn bicara tdk cukup serahkan kpd penegak hukum,"['pilpres', 'hoax', 'ampujaran', 'benci', 'penuh', 'medsos', 'perintah', 'biarkanlamban', 'tangan', 'gelinding', 'spt', 'bola', 'salju', 'sbg', 'pimpin', 'rakyat', 'presiden', 'tunjuk', 'sikap', 'dgn', 'bicara', 'tdk', 'serah', 'kpd', 'tegak', 'hukum']"
2022-05-31 15:04:16+00:00,hendra_roestoe,Bandung,positive,masyaallah ðÿ˜ðÿ˜ tugas pak  tinggal membenahi negara ini supaya tidak carut marut bismillah pak anies baswedan next president of ri ðÿ‡®ðÿ‡©,"['masyaallah', '', 'tugas', 'tinggal', 'benah', 'negara', 'carut', 'marut', 'bismillah', 'anies', 'baswedan', 'next', 'president', 'of', 'ri', '']"
2022-05-31 14:01:52+00:00,HMTata2,"Banten, Indonesia",positive,jujur gw bangga jadi anak free york terima kasih pak    telah membangun tanah tumpah darah ku semoga allah ridho menjadikan mu sebagai presiden di negeri indonesia raya aamiin allahumma aamiin ðÿ¤²,"['jujur', 'gw', 'bangga', 'anak', 'free', 'york', 'terima', 'kasih', 'bangun', 'tanah', 'tumpah', 'darah', 'ku', 'moga', 'allah', 'ridho', 'jadi', 'mu', 'presiden', 'negeri', 'indonesia', 'raya', 'aamiin', 'allahumma', 'aamiin', '']"
2022-05-18 23:35:51+00:00,Hary_Tanoe,Jakarta Capital Region,positive,merupakan tanggung jawab kita bersama untuk mensukseskan pemilu  yang sehat bebas korupsi dan berintegritas  selamat untuk pimpinan kpk atas gagasannya,"['tanggung', 'sukses', 'milu', 'sehat', 'bebas', 'korupsi', 'integritas', 'selamat', 'pimpin', 'kpk', 'gagas']"
2022-05-13 14:24:40+00:00,airlangga_hrt,"Tangerang, Banten",positive,mari kita bersamasama memperkuat persatuan untuk melanjutkan berbagai program pembangunan  menuju indonesia yang lebih makmur dan lebih maju,"['mari', 'bersamasama', 'kuat', 'satu', 'lanjut', 'program', 'bangun', 'indonesia', 'makmur', 'maju']"
2022-06-30 07:54:01+00:00,juanto_mm,"DKI Jakarta, Indonesia",positive,bersama  restorasi indonesia capres berintegritas penuh prestasi,"['restorasi', 'indonesia', 'capres', 'integritas', 'penuh', 'prestasi']"
2022-06-30 01:23:08+00:00,Munanto20,Jakarta,positive,mengkritik boleh bebas  tp jangan debat antar pendukung berlebihan pemilu masih lama dan bagi rakyat biasa ga ada gunanya  membela berlebihan yg di atas duduk bersama ngopi bareng lebih baik semangat mencari bekerja untuk keluarga,"['kritik', 'bebas', 'tp', 'debat', 'dukung', 'milu', 'rakyat', 'ga', 'guna', 'bela', 'yg', 'duduk', 'ngopi', 'bareng', 'semangat', 'cari', 'keluarga']"
2022-06-28 15:14:58+00:00,Veronic29083072,Jakarta,positive,hebat bpk petani ini boten egois tidak minta harta apa pun untuk dirinya sendiri  tetapi minta penyaluran air yg bermanfaat untuk sesamanya  maju terus bpk   insyaallah jadi penerus bpk presiden,"['hebat', 'bpk', 'tani', 'boten', 'egois', 'harta', 'salur', 'air', 'yg', 'manfaat', 'sama', 'maju', 'bpk', 'insyaallah', 'terus', 'bpk', 'presiden']"
