datetime,location,label,text_clean
2022-10-31 20:08:59+00:00,"DKI Jakarta, Indonesia",positive,pesan tulus dari orang kecil untuk semua atau siapa saja yang akan menjadi presiden ri  siapa saja yang menang semoga yang terbaik untuk indonesia dan rakyat indonesia seluruhnya aamiin    ri   salam
2022-11-30 10:24:29+00:00,Bandungf,positive,mau berambut hitam atau putih sama org baik dan keduanya menang yang penting bisa menyatukan kembali rakyat indonesia yg sudah terkotak kotak gada istilah cebong kadrun lagi yg ada rakyat indonesia  semoga pak   jadi presiden indonesia aamiin
2022-11-30 06:00:48+00:00,Jakarta,neutral,aniesbaswedan siapapun nnti presidennya ya mstii mampu membawa negeri ini makin maju dan menjauh dari kkn
2022-11-30 05:09:38+00:00,"Bekasi, West Java",positive,anies alhamdulillah terimakasih semoga indonesia mendapatkan presiden yg dipilih murni dari rakyat bukan hasil penipuanpak  for presiden insya allah
2022-12-30 13:46:50+00:00,"Tangerang, Indonesia",positive,rosiade   alhamdulillah ya robaal alamin mantap banget berkah berkah berkah untuk pilpres  nanti semoga doa kita semua di jabah allah swt aamiin yaa robaal alamain
2023-01-31 23:48:01+00:00,Surabaya,positive,selamat semoga tetap bertahan menjadi bacapres sampai akhir pemilu
2023-01-31 14:16:48+00:00,Tangerang,positive,selamat pak presiden  dan semoga tetap humble amanah dan terus junjung toleransi
2023-01-31 11:00:27+00:00,"Bandung, Indonesia",positive,sdhlah biarkan  dan  didaftarkan ke id dan biarkan rakyat memilih rakyat sdh cerdas dan yg pasti mari kita berdoa agar indonesia dipimpin oleh rakyat yaa allah berikan petunjukmu di  kpd rakyat indonesia utk memilih presiden yg engkau ridhoi
2022-01-26 07:17:11+00:00,"Jakarta Selatan, DKI Jakarta",negative,dasar mental garong gak bayar royalty ke black pink hak cipta org disikat terus mau jadi presiden wtf
2022-01-31 09:32:19+00:00,Surabaya ,negative,pantes banyak yg nggak setuju beliau jadi presiden pastinya dari golongan yg suka nilep uang rakyat
2022-01-29 14:30:46+00:00,"Jakarta Pusat, DKI Jakarta",negative,kawulo    citaku cuma semoga presiden mendatang tegas thdap kelompok kadrun perusak agama islam
2022-01-29 07:52:40+00:00,Jakarta,negative,s ri  mimpi kale ye gabenar mau jadi presiden ha ha ha supir presiden taxi nie ye merdeka
2022-01-26 17:24:47+00:00,Tangerang,negative,bakal capres boneka nih melanjutkan pinokio
2022-01-26 17:15:01+00:00,DKI Jakarta,negative,gubernurnya  dan mengabaikan putusan pengadilan model kek gini yang mau jadi presiden   siap para cebong babi dan anjing peking buat nyebokinya 
2022-01-28 13:47:44+00:00,Bandung,negative,statement ngaco emang ada di mesjid ulama mengajak umpanya jamaahnya mengangkat senjata utk lawan pemerintah kalo ajakan melawan ketidak adilan wajar karena nyatanya pemerintah tdk adil bahkan dzalim pak jk mestinya jujur siapa yg menang pilpres dagelan kala itu 
2022-01-28 13:32:24+00:00,_AntaH BeRantaH_,negative,siapsiap di mutasi bandar pilpres kok mau diganggu
2022-01-26 16:05:35+00:00,Surabaya,negative,felis anjing kadrun bacot mulu sejak kalah pilpres 
2022-01-28 00:35:39+00:00,Bekasi,negative,lah kan terlihat dari pilpres sampai saat inj yg sebar hoax dari manakoq malah tanya
2022-02-28 03:36:08+00:00,Yogyakarta,negative,tdk laku dipasarsn pilpres para ketum parpol ramai sabotase pemilu mreka sdg dlm krisis kpercayaan publik tdk bs diteladan dlm kepemimpinan politik krn tdk ada figur yg bs ditonjolkan utk menjadi panutan rakyat  skrg mreka ramai mendoktrin rakyat utk mlawan konstitusi
2022-02-28 18:15:38+00:00,Surabaya,negative,skrg klo pmbwa surat suara kyak pilpres  bnyak yg mati kelelahan krn infrastrukturnya jlek nyawa yusrilmahendra mau gntikan nyawa rakyat nkri gara psta dmokrasi gk ditunda korbankan nyawa rakyat sbg rakyat nyawa yusril mahendra gntinya jika pemilu gk ditunda  brani gk
2022-03-31 04:16:16+00:00,Surabaya,negative,nikmatin aja sakit ati loe drun    next presiden nambah lagi sakit ati loe mending minggat yaman sono drunn  bareng riziq cabul sono 
2022-03-31 00:36:21+00:00,"Semarang, Jawa Tengah",neutral,raharjo  saking takutnya pak ganjar jadi presiden  kali bang makanya mereka memainkan isu kecil itu  yang pasti   cuy
2022-03-31 03:13:29+00:00,Jakarta,negative,raharjo  persaingan internal didalam kubu pertai itu sendiri seremnya berita hoax pun di sebar agar menurunkan pamor salah satu calon yg bakal naik di  untung netizen udh kaga kaget sama manuver politik yg kek gini
2022-03-13 00:17:22+00:00,"Jakarta, Indonesia",negative,dari pada bikin kisruh kalo capek mundur aja lo opung luhut
2022-04-25 14:32:27+00:00,"Tangerang, Banten",negative,pak prabowo beda dengan fadli zong pak prabowo itu menteri dan mantan capres indonesia sedangkan zong itu jubir teroris
2022-04-29 04:54:37+00:00,"Jakarta Pusat, DKI Jakarta",negative,patters  saga  sahabar ganjarrrr  merupakan sebuah kelompok relawan yang mendukung mas ganjar utk  menjadii  next presidenn yg dimana artinyaaa uang yang di keluarkan itu berasal dari relawannnn nyaaaa bukan dari apdb emg dasar bungulll
2022-05-31 18:18:39+00:00,Jakarta,negative,nakula sauya   sssttt presiden lu masih akan si mukidi ogah diganti 
2022-05-28 04:13:40+00:00,"DKI Jakarta, Indonesia",negative,biar mikir biar dia sungguh ngurus jawa tengah kira kira mampu pa tidakkalo orang seperti gankar ngotot ingin jadi presiden mungkin negara ini akan jadi termidkin sedunia
2022-05-27 15:26:55+00:00,Malang,negative,lah model gini pengin jadi presiden ngurus jateng aja blepotan di kampungku semenjak jateng dikuasai dia infrastruktur ancuran ambyar lah pokoke
2022-05-31 14:32:21+00:00,Tangerang,negative,sebaiknya ngaca sebelum jadi capres  kalau jadi gubernur saja tidak mampu
2022-05-31 04:00:56+00:00,Tangerang,negative,firbilland  biarin aja pak  maju lagi  kalo nantinya kalah lagi pun masih bisa jadi  pembantu   siapa pun presiden nya  beliau siap menjadi pembantu nya  betul begitu
2022-05-30 16:49:03+00:00,"Jakarta Utara, DKI Jakarta",negative,mirip dengan pak  dulu  tapi ujungnya zonk  soalnya masyarakat yang sehat pasti milih yang benar   lagian juga gimana coba caranya pak  mau jadi presiden   pertanyaan ini aja tidak bisa terjawab oleh kadrun maupun kadrunwati   
2022-05-23 19:51:10+00:00,Jakarta,negative,ane percaya dgn ucapan uasanya orang iri amp dengki yg memperolok ucapan uasini ada hubungan  kali pilpres prabowo lah yg memenangkan dlm pemilu tsb sayang nya  kali dicurangi tetap bungkamhal ini dimanfaatkan oleh cebong utk menjungkalkan kebenaran mimpi uas
2022-05-31 16:34:48+00:00,Malang,negative,bagusnya  jadi king maker kayak megawati sekarang kalau menang semua jabatan megawati sekarang bisa diborong plus beberapa gelar profesor hc dari pada dibuli capres sejati ya kan
2022-05-29 08:32:31+00:00,Jakarta,negative,tony  bapak tony yg terhormat dan yg saya hormatibiarpun bapak tidak minta di hormati  namun kewajiban saya tetap menghormati bapak seperti  saya menghormati keputusan   capres yg anda dukung matikan bergabung dengan pemerintahan
2022-05-26 07:56:31+00:00,Bandung,negative,giliran ada yg ingin anies baswedan jadi kandidat capres  klean ribut turunan arab pdhal kedua org tuanya asli yogyakarta kakeknya pejuang ri saat ahok yg diusung knp klean nggak sebut turunan cina  erick tohir jg ibunya turunan cina kok diam  otak babi
2022-05-23 12:07:48+00:00,"DKI Jakarta, Indonesia",negative,urusin dulu kasusmu min kardus durianpartai  suara mau minta jatah capres min ngimpi kali min
2022-05-24 05:05:38+00:00,Jakarta,negative,didu kok ke pilpres lari nya emang lu tau gw milih sapa begini otak dangkaldikit pilpreslagak macam orang pintar ja kau
2022-06-30 09:56:23+00:00,"Jakarta Capital Region, Indone",negative,id   presiden kadal gurun
2022-06-30 15:46:03+00:00,Jakarta,negative,blunder kan lo  rasain kursi capres makin jauh
2022-06-30 13:06:26+00:00,"DKI Jakarta, Indonesia",negative,nasdem ngusung capres anis kenapa hrs dg membodohi masyarakat noda melekat pd anis gk bisa dihapus apalagi dihilangkan
2022-06-30 12:57:39+00:00,Depok,negative,siregar   ini menggambarkan  sama   satu karbitan satu nafsuan tapi sama ga ngrti sejatinya pemimpin  ngimpi jadi capresikut pilihan lurah aj blom tentu menang
2022-06-30 12:00:27+00:00,"DKI Jakarta, Indonesia",negative,ya deh yg suka capres suka filmcabuldi wariskan aja kesukannya ke anak istri yak
2022-06-30 05:29:52+00:00,"Malang, Jawa Timur",negative,ha ha presidennya ludruk
2022-06-29 17:14:29+00:00,"DKI Jakarta, Indonesia",negative,anies ga pernah ngomong soal jd presiden kok malah lo yg klaim plagiat lo 
2022-06-29 14:46:08+00:00,Bekasi,negative,menertibkan  saja gak bisagimana kalau jadi presidenmakin arogan tuh fadlizon
2022-06-29 11:33:54+00:00,Surabaya,negative,pilih presiden tu yg jls kalo ky begini yg punya motor seken gak bakalan dpt minyak hei nul sebener nya lu tu tolol pikiran lu cetek keterbelakang kpn maju nya lu nul kerja yg bnr jangan kd buzzer aja haram duit nya
2022-06-29 10:16:54+00:00,"Jakarta Pusat, DKI Jakarta",negative,mujani seorang profesor yg diikuli oleh     dll menebar narasi seorang pemimpin muslim yg pergi ke tempat ibadah agama lain dan dianalogikan jika dia menjadi calon presiden bisa jadi kalau dia makan babi maka akan ia lakukanprofsampah
2022-06-29 01:46:24+00:00,"DKI Jakarta, Indonesia",negative,kasian gua liat lu pada drun udh banggain ehh yg mau dukung cuma  partai itu tanda nya apa drun yg sering lu pamerin gk berguna karna kelebihan bayar semua  jd gubernur aja kelebihan bayar semua gimana jd presiden idihh amit dah jd bahan korup berjamaah lg nanti 
2022-06-28 21:13:28+00:00,Surabaya,negative,cebok dulu trus basuh mukakali aja wan panci jadi presiden lagi
2022-06-30 11:55:12+00:00,Jakarta,negative,asmara jgn sok plg hebat blm resmi jd capres sdh nyerang kanan kiriingat bs jd gubernur atas jasa pak  diusung  jgn jd kacang lupa kulitnya  rosiade
2022-06-30 01:50:11+00:00,Jakarta,negative,si zonk jadi beban buat pak wowocapres abadi ya gimana lagi
